Manufacturer,Model,Year,Type,SubType,Size_Class,Price,Currency,Serial_Number,Meter_Reads,Meter_Reads_UOM,URL,Seller_City,Seller_State,Seller_Zip,Seller_Country,Seller_Name,Condition,Machine_Location
Caterpillar,349F L,2016,Excavators,Large Excavators,Null,0,USD, BZ200572, 4419,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/349f_l/id/39817523, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,336F L,2015,Excavators,Large Excavators,319 hp,0,USD, DFY00151, 3761,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336f_l/id/3700787, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,336F L,2018,Excavators,Large Excavators,319 hp,0,USD, RKB20655, 3289,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336f_l/id/28588283, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,336F L,2018,Excavators,Large Excavators,319 hp,0,USD, RKB10855, 1741,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336f_l/id/28600440, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,336F L,2018,Excavators,Large Excavators,319 hp,0,USD, RKB20624, 3976,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336f_l/id/28600463, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,336F L,2018,Excavators,Large Excavators,319 hp,0,USD, RKB20723, 3153,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336f_l/id/28600466, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,336F L,2018,Excavators,Large Excavators,319 hp,0,USD, RKB20851, 5120,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336f_l/id/28600467, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,336F L,2018,Excavators,Large Excavators,319 hp,0,USD, RKB20699, 3179,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336f_l/id/28600479, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,336F L,2018,Excavators,Large Excavators,319 hp,0,USD, RKB20803, 2379,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336f_l/id/28600492, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,336F L,2018,Excavators,Large Excavators,319 hp,0,USD, RKB21318, 3694,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336f_l/id/28600536, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,336F L,2016,Excavators,Large Excavators,319 hp,0,USD, RKB02042, 2017,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336f_l/id/38151237, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,311FLRR,2019,Excavators,Standard Excavators,Null,0,USD, KCW10182, 2177,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/311flrr/id/37248892, RALEIGH,NC, 27606,US,Gregory Poole CAT,Yes," Raleigh, NC"
Caterpillar,326F L,2018,Excavators,Large Excavators,203 hp,0,USD, FBR20238, 1896,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/326f_l/id/28600493, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,326F L,2018,Excavators,Large Excavators,203 hp,0,USD, FBR20032, 2456,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/326f_l/id/38502763, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,326F L,2015,Excavators,Large Excavators,203 hp,0,USD, WGL00491, 3516,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/326f_l/id/39287026, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,326F L,2017,Excavators,Large Excavators,203 hp,0,USD, WGL10165, 4148,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/326f_l/id/39602104, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,330F L,2018,Excavators,Large Excavators,Null,0,USD, MBX20079, 3529,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/330f_l/id/38502761, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,323F L,2017,Excavators,Large Excavators,Null,0,USD, YEJ10269, 3243,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/323f_l/id/25577672, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,323F L,2016,Excavators,Large Excavators,Null,0,USD, XCF01167, 4073,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/323f_l/id/27535242, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,323F L,2016,Excavators,Large Excavators,Null,0,USD, YEJ00676, 2476,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/323f_l/id/29164596, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,323FL,2017,Excavators,Large Excavators,Null,0,USD, YEJ10185, 3368,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/323fl/id/36147978, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,323F L,2017,Excavators,Large Excavators,Null,0,USD, YEJ10180, 4203,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/323f_l/id/39287023, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,323F L,2017,Excavators,Large Excavators,Null,0,USD, YEJ10181, 4165,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/323f_l/id/39767214, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,308E2 CR,2015,Excavators,Mid-Sized Excavators,67 hp,0,USD, FJX02507, 2870,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2_cr/id/25578877, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,308E2 CR,2018,Excavators,Mid-Sized Excavators,67 hp,0,USD, FJX12477, 1138,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2_cr/id/28600664, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,305.5E2,2016,Excavators,Mini Excavators,Null,0,USD, CR500547, 1761,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305.5e2/id/25577163, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,305.5E2,2016,Excavators,Mini Excavators,Null,0,USD, CR500524, 1678,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305.5e2/id/26366361, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,305.5E2,2018,Excavators,Mini Excavators,Null,0,USD, CR506346, 902,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305.5e2/id/28600665, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,316F L,2018,Excavators,Standard Excavators,Null,0,USD, YDL20173, 696,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/316f_l/id/33650752, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,316F L,2018,Excavators,Standard Excavators,Null,0,USD, YDL20395, 859,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/316f_l/id/36084876, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,M318F,2017,Excavators,Standard Wheeled Excavators,Null,0,USD, FB800395, 2275,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/m318f/id/25956163, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,305.5E2 CR,2018,Excavators,Mini Excavators,44 hp,0,USD, CR504284, 815,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305.5e2_cr/id/28600683, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,308E2,2016,Excavators,Mid-Sized Excavators,Null,0,USD, FJX06858, 3089,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2/id/26386995, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,308E2,2018,Excavators,Mid-Sized Excavators,Null,0,USD, FJX09818, 1878,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2/id/28600568, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,308E2,2018,Excavators,Mid-Sized Excavators,Null,0,USD, FJX10224, 2026,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2/id/28600585, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,308E2,2018,Excavators,Mid-Sized Excavators,Null,0,USD, FJX09914, 2578,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2/id/28600598, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,308E2,2018,Excavators,Mid-Sized Excavators,Null,0,USD, FJX10653, 2398,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2/id/28600607, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,308E2,2018,Excavators,Mid-Sized Excavators,Null,0,USD, FJX12171, 1743,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2/id/28600635, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,308E2,2018,Excavators,Mid-Sized Excavators,Null,0,USD, FJX12554, 1416,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2/id/28600667, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,308E2,2018,Excavators,Mid-Sized Excavators,Null,0,USD, FJX09941, 1620,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2/id/29008255, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,325F L CR,2016,Excavators,Large Excavators,161 hp,0,USD, XAA00294, 4255,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/325f_l_cr/id/28752144, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,323,2018,Excavators,Large Excavators,162 hp,0,USD, RAZ00497, 1633,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/323/id/28600476, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,312E L,2015,Excavators,Standard Excavators,94 hp,0,USD, MJD01517, 3271,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/312e_l/id/29164606, RALEIGH,NC, 27606,US,Gregory Poole CAT,Yes," Raleigh, NC"
Caterpillar,313F L,2018,Excavators,Standard Excavators,Null,0,USD, DJE10235, 1390,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/313f_l/id/28600458, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,313F L,2018,Excavators,Standard Excavators,Null,0,USD, DJE10309, 1360,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/313f_l/id/28600475, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,320F L,2017,Excavators,Large Excavators,161 hp,0,USD, YBM10389, 2738,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320f_l/id/36593753, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,320F L,2017,Excavators,Large Excavators,161 hp,0,USD, YBM10343, 2738,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320f_l/id/36593755, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,313F L GC,2018,Excavators,Standard Excavators,74 hp,0,USD, HDK10175, 1267,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/313f_l_gc/id/28600449, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,313F L GC,2018,Excavators,Standard Excavators,74 hp,0,USD, HDK10226, 1393,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/313f_l_gc/id/39602103, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,304E2 CR,2017,Excavators,Mini Excavators,40 hp,0,USD, ME402373, 907,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/304e2_cr/id/25577379, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,304E2 CR,2017,Excavators,Mini Excavators,40 hp,0,USD, ME402600, 1355,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/304e2_cr/id/25577419, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,304E2 CR,2017,Excavators,Mini Excavators,40 hp,0,USD, ME402512, 796,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/304e2_cr/id/25577485, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,304E2 CR,2018,Excavators,Mini Excavators,40 hp,0,USD, ME404116, 1499,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/304e2_cr/id/28600606, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,304E2 CR,2018,Excavators,Mini Excavators,40 hp,0,USD, ME404556, 869,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/304e2_cr/id/28600629, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,304E2 CR,2018,Excavators,Mini Excavators,40 hp,0,USD, ME404096, 889,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/304e2_cr/id/28600634, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,304E2 CR,2018,Excavators,Mini Excavators,40 hp,0,USD, ME405198, 699,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/304e2_cr/id/28600661, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,304E2 CR,2018,Excavators,Mini Excavators,40 hp,0,USD, ME405197, 476,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/304e2_cr/id/28600662, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,304E2CR,2018,Excavators,Mini Excavators,40 hp,0,USD, ME403678, 2498,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/304e2cr/id/39451699, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,305E2 CR,2017,Excavators,Mini Excavators,40 hp,0,USD, H5M04403, 1550,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305e2_cr/id/25577539, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,305E2 CR,2018,Excavators,Mini Excavators,40 hp,0,USD, H5M06049, 1011,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305e2_cr/id/28600573, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,305E2 CR,2018,Excavators,Mini Excavators,40 hp,0,USD, H5M06162, 1311,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305e2_cr/id/28600579, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,305E2 CR,2018,Excavators,Mini Excavators,40 hp,0,USD, H5M05549, 1158,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305e2_cr/id/28600588, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,305E2 CR,2018,Excavators,Mini Excavators,40 hp,0,USD, H5M05893, 1681,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305e2_cr/id/28600591, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,305E2 CR,2018,Excavators,Mini Excavators,40 hp,0,USD, H5M05887, 1465,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305e2_cr/id/28600592, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,305E2 CR,2018,Excavators,Mini Excavators,40 hp,0,USD, H5M08434, 672,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305e2_cr/id/28600660, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,303 CR,2017,Excavators,Mini Excavators,27 hp,0,USD, HHM02189, 515,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/303_cr/id/25577406, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,301.7D,2018,Excavators,Mini Excavators,18 hp,0,USD, LJ400586, 536,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/301.7d/id/28600688, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,307E2,2017,Excavators,Mid-Sized Excavators,51 hp,0,USD, KC900689, 1642,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/307e2/id/25578790, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,307E2,2018,Excavators,Mid-Sized Excavators,51 hp,0,USD, KC900930, 1063,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/307e2/id/28600645, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,303E CR,2016,Excavators,Mini Excavators,25 hp,0,USD, HHM01807, 1068,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/303e_cr/id/25577096, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,303E CR,2017,Excavators,Mini Excavators,25 hp,0,USD, HHM02137, 1110,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/303e_cr/id/25577405, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,303E CR,2017,Excavators,Mini Excavators,25 hp,0,USD, HHM02095, 787,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/303e_cr/id/25577455, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,303E CR,2017,Excavators,Mini Excavators,25 hp,0,USD, HHM02360, 616,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/303e_cr/id/25577562, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,303E CR,2017,Excavators,Mini Excavators,25 hp,0,USD, HHM02484, 1134,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/303e_cr/id/25577589, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,303E CR,2017,Excavators,Mini Excavators,25 hp,0,USD, HHM02480, 1086,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/303e_cr/id/25577590, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,303E CR,2017,Excavators,Mini Excavators,25 hp,0,USD, HHM02600, 600,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/303e_cr/id/25578795, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,303E CR,2016,Excavators,Mini Excavators,25 hp,0,USD, HHM01759, 662,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/303e_cr/id/26386947, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
