Manufacturer,Model,Year,Type,SubType,Size_Class,Price,Currency,Serial_Number,Meter_Reads,Meter_Reads_UOM,URL,Seller_City,Seller_State,Seller_Zip,Seller_Country,Seller_Name,Condition,Machine_Location
Hitachi,ZX200LC-3,2007,Excavators,Standard Excavators,164 hp,1,USD, ARH310233,Null,Null,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx200lc-3/id/39466241, CHILLIWACK,BC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Hitachi,ZX200LC-3,2007,Excavators,Standard Excavators,164 hp,1,USD, FF01U1Q203184, 9781,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx200lc-3/id/39616688, CHILLIWACK,BC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Hitachi,ZX200LC-3,2007,Excavators,Standard Excavators,164 hp,1,USD, FF01U1Q203183,Null,Null,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx200lc-3/id/39773659, CHILLIWACK,BC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Volvo,EC290BL,2003,Excavators,Large Excavators,Null,1,USD, EC290BLC11290, 5443,Hours,https://www.constructionequipmentguide.com/used-equipment/volvo/excavators/ec290bl/id/39497141, NORTH EAST,MD,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Bobcat,428,2009,Excavators,Mini Excavators,Null,1,USD, A9K411309, 4460,Hours,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/428/id/39562057, CAORSO,ITA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,320EL,2012,Excavators,Large Excavators,Null,1,USD, CAT0320EAWBK01317, 7141,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320el/id/39419007, MONTREAL,QC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,320EL,2012,Excavators,Large Excavators,Null,1,USD, CAT0320ETWBK00210, 8170,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320el/id/39463758, ORLANDO,FL,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,320EL,2012,Excavators,Large Excavators,Null,1,USD, CAT0320ECWBK00973, 4901,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320el/id/39496178, ORLANDO,FL,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Komatsu,PC200LC-6L,1995,Excavators,Large Excavators,Null,1,USD, A80971,Null,Null,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc200lc-6l/id/39870713, BROOKLYN,MS,,US,"Jeff Martin Auctioneers, Inc",Null," Brooklyn, MS"
Komatsu,PC200LC-8,2009,Excavators,Large Excavators,155 hp,1,USD, A89211,Null,Null,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc200lc-8/id/39715817, MONTREAL,QC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Komatsu,PC200LC-8,2006,Excavators,Large Excavators,155 hp,1,USD, KMTPC139P87C60102, 10569,Hours,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc200lc-8/id/39757545, ATLANTA,GA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Komatsu,PC200LC-8,2007,Excavators,Large Excavators,155 hp,1,USD, KMTPC180C87C60642,Null,Null,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc200lc-8/id/39757546, ATLANTA,GA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Komatsu,PC200LC-8,2006,Excavators,Large Excavators,155 hp,1,USD, C60426, 17634,Hours,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc200lc-8/id/39824975, MONTREAL,QC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Link-Belt,210LX,2007,Excavators,Large Excavators,138 hp,1,USD, K3J7-1968,Null,Null,https://www.constructionequipmentguide.com/used-equipment/link-belt/excavators/210lx/id/39871001, BROOKLYN,MS,,US,"Jeff Martin Auctioneers, Inc",Null," Brooklyn, MS"
Komatsu,PC45MR3,2016,Excavators,Mini Excavators,Null,1,USD, KMTPC207TGUF30372, 2853,Hours,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc45mr3/id/39421922, CAORSO,ITA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Wacker Neuson,EZ28,2013,Excavators,Mini Excavators,21 hp,1,USD, WNCE1002CPAL00238,Null,Null,https://www.constructionequipmentguide.com/used-equipment/wacker-neuson/excavators/ez28/id/39311762, OCANA,ESP,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Wacker Neuson,EZ28,2017,Excavators,Mini Excavators,21 hp,1,USD, WNCE1002JPAL02313, 77,Hours,https://www.constructionequipmentguide.com/used-equipment/wacker-neuson/excavators/ez28/id/39875028, ORLANDO,FL,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
John Deere,290G LC,2017,Excavators,Large Excavators,188 hp,1,USD, 1FF290GXVHD706554,Null,Null,https://www.constructionequipmentguide.com/used-equipment/john-deere/excavators/290g_lc/id/39824573, CHILLIWACK,BC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,329DL,2013,Excavators,Large Excavators,204 hp,1,USD, CAT0329DLTZL00430, 8990,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/329dl/id/39173157, MOREE,AUS,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,329DL,2013,Excavators,Large Excavators,204 hp,1,USD, CAT0329DTDJF00913, 7541,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/329dl/id/39423151, DUBAI,ARE,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,329DL,2013,Excavators,Large Excavators,204 hp,1,USD, CAT0329DJMNB01688, 6322,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/329dl/id/39423152, DUBAI,ARE,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,329DL,2013,Excavators,Large Excavators,204 hp,1,USD, CAT0329DHDJF00888, 6000,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/329dl/id/39423153, DUBAI,ARE,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,329DL,2013,Excavators,Large Excavators,204 hp,1,USD, CAT0329DVDJF00885, 4778,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/329dl/id/39423154, DUBAI,ARE,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Yanmar,VIO50-6A,2019,Excavators,Mini Excavators,39 hp,1,USD, YCEVIO50JJED02346, 1126,Hours,https://www.constructionequipmentguide.com/used-equipment/yanmar/excavators/vio50-6a/id/39830732, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Komatsu,PC400LC-7L,2005,Excavators,Large Excavators,Null,1,USD, KMTPC086J54A86444,Null,Null,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc400lc-7l/id/39559887, SACRAMENTO,CA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
IHI,20NX,,Excavators,Mini Excavators,Null,1,USD, WC000015, 7016,Hours,https://www.constructionequipmentguide.com/used-equipment/ihi/excavators/20nx/id/39663525, ST AUBIN SUR GAILLON,FRA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Komatsu,PC10,1996,Excavators,Mini Excavators,Null,1,USD, 28668,Null,Null,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc10/id/39418966, MONTREAL,QC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,320GC,2018,Excavators,Large Excavators,Null,1,USD, CAT00320EKTN00623, 958,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320gc/id/39877103, NORTH EAST,MD,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,330BL,1997,Excavators,Large Excavators,Null,1,USD, 6DR899,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/330bl/id/39779042, MINNEAPOLIS,MN,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,345B,2005,Excavators,Large Excavators,290 hp,1,USD, CAT0345BKCCC01265, 18256,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/345b/id/39173107, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,345B,2004,Excavators,Large Excavators,290 hp,1,USD, CAT0345BTAGS02142, 12035,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/345b/id/39558055, MONTREAL,QC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,345B,2004,Excavators,Large Excavators,290 hp,1,USD, CAT0345BPCCC00972, 17000,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/345b/id/39648288, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,345B,2004,Excavators,Large Excavators,290 hp,1,USD, CAT0345BPAGS02174,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/345b/id/39716189, LAS VEGAS,NV,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
John Deere,350D,2007,Excavators,Large Excavators,Null,1,USD, FF350DX806182, 15007,Hours,https://www.constructionequipmentguide.com/used-equipment/john-deere/excavators/350d/id/39109678, CHILLIWACK,BC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
John Deere,350D,2011,Excavators,Large Excavators,Null,1,USD, 1FF350DXEA0807116, 10642,Hours,https://www.constructionequipmentguide.com/used-equipment/john-deere/excavators/350d/id/39616745, CHILLIWACK,BC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
John Deere,350D,2006,Excavators,Large Excavators,Null,1,USD, FF350DX805444, 12298,Hours,https://www.constructionequipmentguide.com/used-equipment/john-deere/excavators/350d/id/39720616, MINNEAPOLIS,MN,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,320D2,2018,Excavators,Large Excavators,Null,1,USD, CAT0320DETDZ10339, 11175,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320d2/id/39423155, DUBAI,ARE,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,320D2,2018,Excavators,Large Excavators,Null,1,USD, CAT0320DLTDZ10337, 4921,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320d2/id/39423156, DUBAI,ARE,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,320D2,2017,Excavators,Large Excavators,Null,1,USD, CAT0320DEXBA10299, 10300,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320d2/id/39423157, DUBAI,ARE,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,320D2,2017,Excavators,Large Excavators,Null,1,USD, CAT0320DTXBA10452, 10100,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320d2/id/39423158, DUBAI,ARE,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,320D2,2017,Excavators,Large Excavators,Null,1,USD, CAT0320DCXBA10451, 9435,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320d2/id/39423159, DUBAI,ARE,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,320D2,2017,Excavators,Large Excavators,Null,1,USD, CAT0320DPXBA10453, 9394,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320d2/id/39423160, DUBAI,ARE,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,320D2,2017,Excavators,Large Excavators,Null,1,USD, CAT0320DCXBA10294, 8001,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320d2/id/39423161, DUBAI,ARE,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Volvo,EC18D,2015,Excavators,Mini Excavators,Null,1,USD, VCE0C18DP00002156, 2045,Hours,https://www.constructionequipmentguide.com/used-equipment/volvo/excavators/ec18d/id/39113409, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Volvo,EC18D,2015,Excavators,Mini Excavators,Null,1,USD, VCE0C18DT00002172, 1416,Hours,https://www.constructionequipmentguide.com/used-equipment/volvo/excavators/ec18d/id/39113410, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Volvo,EC18D,2015,Excavators,Mini Excavators,Null,1,USD, VCE0C18DV00002146, 1846,Hours,https://www.constructionequipmentguide.com/used-equipment/volvo/excavators/ec18d/id/39113412, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Volvo,EC18D,2015,Excavators,Mini Excavators,Null,1,USD, VCE0C18DT00002141, 2097,Hours,https://www.constructionequipmentguide.com/used-equipment/volvo/excavators/ec18d/id/39113417, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Volvo,EC18D,2015,Excavators,Mini Excavators,Null,1,USD, VCE0C18DJ00002144, 1477,Hours,https://www.constructionequipmentguide.com/used-equipment/volvo/excavators/ec18d/id/39113418, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Volvo,EC18D,2015,Excavators,Mini Excavators,Null,1,USD, VCE0C18DE00002167, 1971,Hours,https://www.constructionequipmentguide.com/used-equipment/volvo/excavators/ec18d/id/39113419, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Volvo,EC18D,2015,Excavators,Mini Excavators,Null,1,USD, VCE0C18DE00002153, 2108,Hours,https://www.constructionequipmentguide.com/used-equipment/volvo/excavators/ec18d/id/39365612, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Volvo,EC18D,2015,Excavators,Mini Excavators,Null,1,USD, VCE018DH00002152, 1468,Hours,https://www.constructionequipmentguide.com/used-equipment/volvo/excavators/ec18d/id/39365614, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,335F,2015,Excavators,Large Excavators,Null,1,USD, KNE00263, 5029,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/335f/id/38990286, COLUMBUS,OH,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,335F,2017,Excavators,Large Excavators,Null,1,USD, KNE10324, 2898,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/335f/id/38990288, COLUMBUS,OH,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Hitachi,ZX140W,2008,Excavators,Standard Wheeled Excavators,Null,1,USD, DWBHEDD0L80050368, 7699,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx140w/id/39758099, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Hitachi,ZX140W-5B,2016,Excavators,Standard Wheeled Excavators,Null,1,USD, HCMLAA5ZJ00060602, 4539,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx140w-5b/id/39908686, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Hitachi,ZX140W-5B,2015,Excavators,Standard Wheeled Excavators,Null,1,USD, HCMLAA5ZJ00060471, 5218,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx140w-5b/id/39908687, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Link-Belt,210X,2001,Excavators,Large Excavators,Null,1,USD, 21003-1132, 14701,Hours,https://www.constructionequipmentguide.com/used-equipment/link-belt/excavators/210x/id/39239159, DENVER,CO,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,321CLCR,2006,Excavators,Large Excavators,148 hp,1,USD, CAT0321CVMCF00926,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/321clcr/id/38990274, COLUMBUS,OH,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,321CLCR,2005,Excavators,Large Excavators,148 hp,1,USD, CAT0321CPMCF00595, 10134,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/321clcr/id/39125810, NORTH EAST,MD,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,321C LCR,2005,Excavators,Large Excavators,148 hp,1,USD, CAT0321CEMCF00,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/321c_lcr/id/39775236, LOS ANGELES,CA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,321CL,2005,Excavators,Large Excavators,148 hp,1,USD, CBA02344,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/321cl/id/39824147, HOUSTON,TX,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,329D L,2011,Excavators,Large Excavators,202 hp,1,USD, CAT0329DEWLT00423,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/329d_l/id/39419006, MONTREAL,QC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,322B L,1999,Excavators,Large Excavators,161 hp,1,USD, 1YS01022,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/322b_l/id/39825165, MONTREAL,QC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,325D L,2006,Excavators,Large Excavators,204 hp,1,USD, CAT0325DKA3R00122,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/325d_l/id/39499469, SASKATOON,SK,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,320D L,2009,Excavators,Large Excavators,148 hp,1,USD, CAT0320DAPHX02486,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320d_l/id/39825184, MONTREAL,QC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,328D LCR,2014,Excavators,Large Excavators,204 hp,1,USD, RMX00953,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/328d_lcr/id/39871091, NEWTON,NH,,US,"Jeff Martin Auctioneers, Inc",Null," Brooklyn, MS"
Caterpillar,315CL,2006,Excavators,Standard Excavators,115 hp,1,USD, CJC04415,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/315cl/id/39305871, KISSIMMEE,FL,,US,"Jeff Martin Auctioneers, Inc",Null," Brooklyn, MS"
Caterpillar,315CL,2006,Excavators,Standard Excavators,115 hp,1,USD, CJC03417, 11405,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/315cl/id/39824148, HOUSTON,TX,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,315CL,2006,Excavators,Standard Excavators,115 hp,1,USD, CAT0315CVCJC03671, 7791,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/315cl/id/39827108, DENVER,CO,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Hyundai,R250LC-9,2012,Excavators,Large Excavators,195 hp,1,USD, HHIHQ701KC0000254,Null,Null,https://www.constructionequipmentguide.com/used-equipment/hyundai/excavators/r250lc-9/id/39870712, BROOKLYN,MS,,US,"Jeff Martin Auctioneers, Inc",Null," Brooklyn, MS"
Link-Belt,130 LX,2004,Excavators,Standard Excavators,89 hp,1,USD, A1J47544,Null,Null,https://www.constructionequipmentguide.com/used-equipment/link-belt/excavators/130_lx/id/39614996, NORTH EAST,MD,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Link-Belt,460LX,2008,Excavators,Large Excavators,316 hp,1,USD, LBX46003N8HEX7070,Null,Null,https://www.constructionequipmentguide.com/used-equipment/link-belt/excavators/460lx/id/39559885, SACRAMENTO,CA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Link-Belt,460LX,2008,Excavators,Large Excavators,316 hp,1,USD, K7J83000, 6680,Hours,https://www.constructionequipmentguide.com/used-equipment/link-belt/excavators/460lx/id/39660915, DENVER,CO,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,330C L,2005,Excavators,Large Excavators,247 hp,1,USD, CAT0330CVDKY03988, 6398,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/330c_l/id/39032501, SACRAMENTO,CA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,330C L,2005,Excavators,Large Excavators,247 hp,1,USD, CAT0330CVDKY03103, 12528,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/330c_l/id/39499465, SASKATOON,SK,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,330C L,2005,Excavators,Large Excavators,247 hp,1,USD, CAT0330CHDKY02893, 8892,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/330c_l/id/39499467, SASKATOON,SK,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,345B L,2004,Excavators,Large Excavators,290 hp,1,USD, AGS02378, 4135,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/345b_l/id/39032503, SACRAMENTO,CA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,345B L,1998,Excavators,Large Excavators,290 hp,1,USD, 4SS00928, 5914,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/345b_l/id/39499466, SASKATOON,SK,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Kobelco,SK210LC-8,2009,Excavators,Large Excavators,153 hp,1,USD, YQ09U4750, 6130,Hours,https://www.constructionequipmentguide.com/used-equipment/kobelco/excavators/sk210lc-8/id/39750090, ORLANDO,FL,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Kobelco,SK500LC-10,,Excavators,Large Excavators,364 hp,1,USD, YS14S00117, 5608,Hours,https://www.constructionequipmentguide.com/used-equipment/kobelco/excavators/sk500lc-10/id/39586963, NORTH EAST,MD,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Komatsu,PC160LC-7,2004,Excavators,Standard Excavators,121 hp,1,USD, KMTPC047602010213, 6209,Hours,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc160lc-7/id/39645471, DENVER,CO,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,312EL,2012,Excavators,Standard Excavators,94 hp,1,USD, CAT0312ETMJD00188, 4528,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/312el/id/39463790, ORLANDO,FL,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Kobelco,SK140SRLC-3,2015,Excavators,Standard Excavators,93 hp,1,USD, YH07-09943,Null,Null,https://www.constructionequipmentguide.com/used-equipment/kobelco/excavators/sk140srlc-3/id/39755400, COLUMBUS,OH,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Bobcat,435,2005,Excavators,Mini Excavators,49 hp,1,USD, 563111356, 3468,Hours,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/435/id/39358935, NORTH EAST,MD,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Bobcat,435,2006,Excavators,Mini Excavators,49 hp,1,USD, 563212314,Null,Null,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/435/id/39661357, DENVER,CO,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Hyundai,R55-7,2010,Excavators,Mini Excavators,53 hp,1,USD, 905C74275, 3731,Hours,https://www.constructionequipmentguide.com/used-equipment/hyundai/excavators/r55-7/id/39771451, ORLANDO,FL,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Yanmar,VIO25-6A,2016,Excavators,Mini Excavators,20 hp,1,USD, 60792, 2048,Hours,https://www.constructionequipmentguide.com/used-equipment/yanmar/excavators/vio25-6a/id/39435154, ORLANDO,FL,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,313FL,2018,Excavators,Standard Excavators,Null,1,USD, CAT0313FEPRG10237, 3546,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/313fl/id/39418996, MONTREAL,QC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,313FL,2018,Excavators,Standard Excavators,Null,1,USD, CAT0313FTPRG10211,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/313fl/id/39883472, ST AUBIN SUR GAILLON,FRA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,320FL,2016,Excavators,Large Excavators,161 hp,1,USD, CAT0320FKNHD00205, 2460,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320fl/id/39468102, SACRAMENTO,CA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,320FL,2018,Excavators,Large Excavators,161 hp,1,USD, CAT0320F0NHD10583, 3389,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320fl/id/39495725, ORLANDO,FL,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Bobcat,430,2005,Excavators,Mini Excavators,43 hp,1,USD, 563011308,Null,Null,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/430/id/39239160, DENVER,CO,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Bobcat,430,2006,Excavators,Mini Excavators,43 hp,1,USD, 562912319,Null,Null,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/430/id/39777415, OCANA,ESP,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Bobcat,430,,Excavators,Mini Excavators,43 hp,1,USD, 563012448,Null,Null,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/430/id/39777416, OCANA,ESP,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Bobcat,430,2006,Excavators,Mini Excavators,43 hp,1,USD, 563012601, 4043,Hours,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/430/id/39777417, OCANA,ESP,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
